speech,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_9,mfcc_10,mfcc_12,mfcc_14,mfcc_15,mfcc_17,mfcc_19,mfcc_20,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,chroma_1,chroma_8,spectral_1,spectral_2,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
../data\Happy_Male\ml_happy_B-21.wav,happy,-424.02197,87.30204,1.5786769,14.623028,3.972682,-4.9906335,6.0477786,-3.6127253,-1.4590528,3.0762148,-3.0039666,-2.8709748,-5.1735353,-3.7327125,-0.76824903,0.71371967,-5.1174407,-0.4852838,-4.9549484,-2.2476046,-4.0423994,2.6395857,1.6033021,5.5723624,2.2704158,5.81399,1.5547298,1.8575834,3.315666,-2.975846,1.3858482,-2.9954894,0.9977681,0.5232646,0.52236366,14.073530934961404,14.248004644104556,0.010741899085532965,0.015081197311126655,-0.002137969652511128,-0.021292995266391133,-0.0017541789631292562,0.012538600470776727
../data\Happy_Male\ml_happy_B-22.wav,happy,-413.91498,92.382645,-2.8855176,17.06079,8.627235,-11.735401,-4.4263954,-5.8588257,-4.6582055,1.8707576,-0.4818531,-1.2115957,-4.1886683,-6.36466,-0.3306332,-1.2735629,-3.8657494,-0.021719713,-5.814406,-1.2550505,-4.697578,2.349214,1.5275545,5.2262793,4.8735003,6.6937222,2.7095726,3.0041661,3.3271146,-0.4223434,1.3731437,-3.4920397,0.81163794,0.43742222,0.4641885,14.087236443712131,13.192610957814649,0.0065205956592527155,0.024324259172148425,-0.002070656935261608,-0.03843406562439488,0.02623767145842255,0.002335634043398047
../data\Happy_Male\ml_happy_B-23.wav,happy,-405.1369,114.75982,-9.919247,7.115308,-0.47193387,-11.567997,0.2864343,-8.366869,-4.223005,4.562542,-4.8151464,-2.1536975,-4.9992523,-4.786221,-1.0408821,-2.1153495,-2.7332315,-0.7308831,-5.9524956,-1.8873944,-3.649138,-1.0521297,-2.6576614,0.6821802,0.2085299,3.8226602,2.2775388,3.2288983,3.2943301,-0.8576818,2.3658733,-1.5310005,2.1088781,0.4839937,0.48177183,14.855949065043816,13.854410132786874,-0.05844632879036593,-0.024589444423520925,-0.002364920517262682,0.08003780570065736,-0.027685009796387678,-0.005992438593304583
../data\Happy_Male\ml_happy_B-24.wav,happy,-422.5867,102.22254,-3.9734592,20.24106,14.689804,-9.452977,-6.9016566,-2.3101518,-2.380223,3.0929747,-1.2271761,-0.95741874,-5.5507636,-5.586853,0.87683517,-0.015742043,-4.4403896,-2.1490285,-4.0312476,0.658805,-1.9573528,0.12805782,-1.1608819,0.2829021,-0.5859867,2.0531285,0.40776816,1.6502037,1.6127046,-2.1715338,2.630439,-1.7372532,1.9612589,0.5317738,0.5318508,14.363047146496985,11.860411585140056,-0.023747316141026625,-0.0011417560055431487,0.019118320149106322,0.00778393326406757,-0.006612354617677037,-0.012795789827966742
../data\Happy_Male\ml_happy_B-25.wav,happy,-420.5615,97.68029,-1.6647005,8.905239,6.1520143,-6.4053082,-3.7396636,-7.7357335,-3.7027667,1.5869212,-1.3789159,-2.8690982,-7.155339,-7.3007245,-0.7945337,-1.2164421,-4.6908026,-0.17108758,-6.7580595,-0.34384465,-2.4352438,-0.22258739,-1.064337,1.8002698,1.2718976,5.3820705,4.088504,6.9583607,5.9434037,0.6183971,3.2646017,-1.917164,3.636263,0.48747888,0.5217215,14.420238248848488,14.567039384576283,-0.010163113528882174,-0.024534316883977073,0.047474104947256054,0.04155857637705381,-0.018803847580756657,-0.010760323786475076
../data\Happy_Male\ml_happy_B-26.wav,happy,-410.6913,106.59153,-1.1814536,13.090558,3.5737529,-12.090919,-0.28559226,-6.4501767,-2.1115777,2.122363,-0.58619744,0.041811395,-4.52808,-4.0123377,-0.2153164,-0.55842084,-3.3834777,-1.2119515,-5.128487,-0.016233796,-3.3617733,-1.0428857,-2.4202898,1.1918402,-0.29379,1.337753,0.5232332,2.7022886,2.1757252,-0.8864164,2.1128807,-0.94766694,3.8573759,0.5574789,0.56764424,14.831123935881127,12.53547148133415,-0.006259263064769567,0.003908020753062199,0.041774314095484606,0.02895825335016307,0.007360521430940042,-0.01121720575097504
../data\Happy_Male\ml_happy_B-27.wav,happy,-372.34613,91.92085,-11.744259,9.66035,10.753075,-9.325583,-2.6135492,-7.741372,-2.5169787,2.8816476,-3.795032,0.5791654,-4.174484,-4.094012,-1.4625412,1.1438782,-5.1276712,0.18522918,-5.8604712,-0.2311548,-5.816544,1.6475887,0.43291357,2.1831124,2.0721507,2.1674235,-0.3111005,1.2346944,2.9715483,-0.9594953,3.3767486,-0.78918314,2.6468477,0.49662417,0.5438493,13.735712837654129,12.850120219574888,0.012326996880885472,-0.003363383138290324,-0.021446214825079187,-0.04246447017866735,-0.0012430151674267403,0.0133634582059561
../data\Happy_Male\ml_happy_B-28.wav,happy,-411.51184,115.76764,4.3231783,10.468984,-4.1642838,-14.990263,0.09519794,-7.5458665,-3.7810857,1.0824032,-4.7054133,-4.685131,-5.6874256,-4.978817,-0.75864935,-0.15603532,-4.3135543,1.0915751,-3.73537,0.3149103,-3.360268,0.6086185,-1.9425114,2.2575996,-1.3038499,3.1073918,1.5465028,2.814659,2.2393115,-2.1253715,1.6502229,-2.2296627,2.1650918,0.49571648,0.5103927,14.681645956402816,12.618961587730182,-0.01198691502685477,-0.006840504260562277,0.024882297974056944,0.033027344673291506,-0.004556186734275105,-0.0005675751637822977
../data\Happy_Male\ml_happy_B-29.wav,happy,-418.26453,83.849266,5.248108,24.13417,11.727996,-5.7445126,-3.413593,-4.2318935,-4.444362,1.5673786,-1.5450239,-2.8767729,-3.9471512,-1.9285184,2.774149,1.8610849,-3.865342,2.2987854,-3.4228094,-0.08345019,-3.5747259,-2.1969986,-2.174379,-0.35903123,-0.32312536,-0.53169197,-2.0498827,-1.3647716,-0.16332321,-1.7975564,1.0632163,-2.1988266,1.7056917,0.5677808,0.52427834,13.371348322273404,12.161220859453213,0.027603095110877086,-0.03576691554015472,-0.03894886665391902,-0.03784861989780241,0.004570704584965117,0.016188505700952645
../data\Happy_Male\ml_happy_B-30.wav,happy,-413.17865,110.63631,-5.352804,11.509643,-2.483293,-11.670886,-3.8082783,-6.891353,-0.5592422,4.9585133,-1.6593672,-0.05700956,-6.682223,-4.794331,-0.24676901,0.07287176,-4.0172663,0.47650394,-4.283074,0.13544738,-4.659846,1.2035319,-0.68469656,2.3574107,1.271107,2.897543,1.4108633,1.9116441,0.7720902,-3.3870418,1.4267756,-2.1138666,1.0261953,0.5318183,0.48560295,15.116443686588282,13.001902530043154,0.007874773572930661,-0.010147297445046296,-0.04593401605432752,0.021035341769148366,0.001208525445795488,0.00736540722014189
../data\Happy_Male\ml_happy_B-31.wav,happy,-453.22662,119.47887,5.670374,18.096298,-12.821743,-10.212245,-1.2373989,-10.150565,-0.4409078,-0.59590083,2.047199,-4.71304,-3.2327054,-4.002225,1.2845647,1.6520668,-0.3796295,2.9024909,-1.9268655,-0.3180963,-3.3257093,1.0451835,-1.4869525,1.030513,-2.050465,1.0311255,-1.9591287,1.2377675,-1.6628312,-3.4484878,0.8981645,-2.9692585,0.14487779,0.58533764,0.5794695,13.771372802813444,12.212852315448682,-0.04394150418882227,0.0064987865594063905,0.024302447203765443,-0.024239907468505194,-0.0006766791847760539,0.008441060356905398
../data\Neutral_Female\jt_neutral_1.wav,neutral,-355.7703,136.2841,-56.21088,54.66051,-20.703869,-24.79787,1.8046261,-4.5378575,-31.664091,-7.746061,-7.1615143,-7.4347644,-1.5932196,-7.2514496,-9.046442,-6.058331,-15.82418,-7.0752735,-6.5069575,-11.810065,-2.1208203,-7.9086175,-5.2813163,-4.921606,-9.108636,-0.74088633,-2.6176896,3.146262,3.3596573,6.4271135,0.5543147,-3.4190674,-1.2858356,0.22030558,0.54685843,35.63642358189132,15.965655428645473,0.026076937540430754,0.02214730048686997,0.12122375122443885,0.010603510005467992,0.0426625839360293,-0.011311637198000381
../data\Neutral_Female\jt_neutral_10.wav,neutral,-379.38666,146.2333,-51.14573,40.349022,-28.14371,-22.65989,4.825153,-9.861916,-34.023777,-14.053176,0.25585514,-7.7317038,-1.4451677,-6.533577,-9.048189,-7.1388946,-14.766683,-5.1004853,-10.082105,-9.42587,-0.20530583,-11.220998,-1.924375,-1.6857105,-7.0792694,2.4087605,-2.6951125,3.9016368,3.0919437,6.490583,-0.10018311,-1.4872047,-2.3831341,0.24851349,0.516468,34.618300049077845,16.026560748827013,-0.04834413569215835,0.03071396016899939,0.12214155655951649,0.056752166986090216,0.020081178238492144,-0.04635319157149161
../data\Neutral_Female\jt_neutral_11.wav,neutral,-362.99057,127.55844,-59.18731,48.66541,-27.420588,-30.581978,1.2248415,-8.492013,-29.471638,-15.16024,4.901493,-14.298311,2.1188154,-9.201149,-8.7621975,-3.5362659,-13.641412,-4.611133,-5.208526,-7.608683,0.9495764,-6.447157,0.92385894,-1.310523,-8.106507,-0.74150896,-5.7801895,2.2226708,4.4171267,8.677829,0.67892486,0.33259574,-1.1520058,0.40492052,0.5723714,33.44993822755542,15.032919716772753,-0.015520752424442553,0.042799291607749125,0.13907653871216744,0.04879704465618293,0.018810868700048437,-0.03612080573788779
../data\Neutral_Female\jt_neutral_12.wav,neutral,-347.31683,115.46705,-69.93235,54.070583,-31.595901,-26.944397,3.4508784,-2.432778,-21.555416,-11.230011,3.5797544,-16.582321,3.9679189,-10.156498,-11.11942,-3.1010737,-16.992373,-2.6793046,-6.5101542,-11.979765,-0.14684467,-9.864728,-4.477612,-2.827832,-7.2064567,0.8835156,-2.1034737,3.8054779,4.011395,6.0470376,0.50632674,2.2483292,-0.97958297,0.31449255,0.55327666,35.14269632501133,16.445624335913095,0.017097259733937203,-0.01037618982389816,0.10805069038969918,-0.09872392770038599,0.056985348691238606,0.002010873491758496
../data\Neutral_Female\jt_neutral_13.wav,neutral,-371.94513,120.9768,-52.266495,45.47811,-31.489689,-27.247725,1.975712,-4.6710443,-24.241158,-16.918953,4.2989063,-17.492897,4.1962414,-7.534033,-9.454055,-3.0052392,-12.328435,-6.095938,-6.4100666,-8.160133,-1.9614913,-8.521947,-1.2595317,-3.9882255,-8.722776,0.7925633,0.63956934,7.638015,6.756128,7.211144,-3.567287,-0.46752828,0.49996772,0.24335916,0.6098217,32.67681784461892,15.57357390902351,-0.053805624943583256,0.048645162783138476,0.1481535547813913,0.06844950931198435,0.020379734559459385,-0.05977929140952037
../data\Neutral_Female\jt_neutral_14.wav,neutral,-365.36398,131.54213,-57.41775,49.90981,-33.788017,-23.493046,7.87904,-9.662155,-29.211561,-17.534786,1.2140999,-18.64574,-1.6537287,-4.2894344,-12.437192,-3.6686215,-16.469797,-4.9069023,-10.396852,-9.556639,-0.9790646,-13.325866,-0.3058925,-4.666374,-11.452439,3.6965632,0.5529851,8.001501,5.445708,7.936654,-2.8580399,0.6582976,1.4532692,0.28624317,0.52391917,33.769742730699505,14.982646417548809,-0.0737360449716233,0.022747605358192053,0.11822657932740734,0.1385620020907177,-0.018300245968241324,-0.06560337586900762
../data\Neutral_Female\jt_neutral_15.wav,neutral,-381.2286,130.2087,-66.75852,54.66837,-37.622444,-25.483671,8.211501,-1.3874345,-25.078543,-14.772828,7.027397,-16.040852,2.8825345,-5.434863,-11.056769,-2.3849156,-16.259165,-5.2261934,-9.592809,-11.763001,-0.63135046,-12.344387,-2.345379,-3.8537605,-11.474358,-0.60283506,-4.945692,1.4628491,6.5047736,12.487299,1.5720958,1.4594088,-0.99104613,0.23898812,0.57376957,35.03396230373459,15.334478540574656,-0.011543198436214468,0.015679320564143815,0.1425341882727062,-0.02215225752760629,0.03319626380539553,-0.02424544828681959
../data\Neutral_Female\jt_neutral_16.wav,neutral,-330.63544,122.28664,-47.96368,42.00278,-33.620995,-29.106697,-0.33424607,-10.17876,-31.375046,-17.490002,1.0529877,-14.0163965,-0.7905868,-5.1185703,-10.622326,-2.519556,-13.248278,-4.552931,-4.856802,-7.974805,-0.72748095,-6.561142,1.7116628,-0.46749142,-5.2574368,2.6729214,-0.41200328,6.4671373,2.550699,8.37177,-1.6485262,0.099811144,2.522472,0.2897023,0.54201365,34.225097380150366,14.449546829562562,-0.030378555041621708,0.02029884128729771,0.07118620337104913,0.001906930690017769,0.01987302160526584,-0.027408279156565685
../data\Neutral_Female\jt_neutral_17.wav,neutral,-355.32547,139.9409,-74.38923,51.20682,-35.450504,-26.307268,-1.7347478,2.9946496,-32.10105,-11.461796,2.1425388,-12.441929,1.4287853,-5.541528,-12.562595,-4.6739287,-18.48689,0.0457178,-9.053509,-13.097634,1.3569226,-11.012502,1.7107347,1.2241908,-2.6339989,9.836763,-1.2347695,4.6029463,-1.7118315,5.983501,-4.7794404,-2.3186312,-0.24967754,0.2681405,0.383856,32.92576174436398,16.635087754704863,-0.06041773479784171,0.03230002662183089,-0.013791328550838871,0.08521254757341158,-0.0062852738917220175,-0.02468001967934754
../data\Neutral_Female\jt_neutral_18.wav,neutral,-366.24652,137.61394,-51.744083,50.01355,-33.26678,-29.037882,5.969756,-8.72343,-30.413172,-19.36695,3.2727175,-14.31053,0.056982942,-8.871145,-11.20075,-6.2051888,-15.03666,-7.758326,-10.231562,-9.748118,-2.5885916,-12.51919,-1.1875507,-0.8952092,-5.828354,5.401421,2.872429,10.518872,7.343469,8.561594,-1.7387928,-1.595557,-1.2330002,0.18280564,0.66629297,34.38938818298603,17.43937286487428,0.015177834348821846,0.08684153227959687,0.16374593671660143,0.061828661907446694,0.03516595263398115,-0.047932563488551766
../data\Neutral_Female\jt_neutral_19.wav,neutral,-361.94293,125.92835,-65.62193,58.007656,-34.31829,-23.195831,5.791319,0.09173396,-30.168554,-14.090384,0.72293866,-12.923607,0.6460178,-5.88717,-6.7509727,-7.7670193,-14.072923,-5.604959,-11.927421,-11.332041,-1.1947712,-10.505599,0.61393666,-1.8867539,-6.6485925,3.2996948,-1.1370674,10.229729,6.99088,8.608879,-4.1049895,-0.70355237,0.17894076,0.25182694,0.60602736,34.10552743182025,16.723574434270287,0.03912904579907359,0.07892859585334074,0.17152505833313178,-0.0011090842217176286,0.052141521634387296,-0.035905892816063815
../data\Neutral_Female\jt_neutral_2.wav,neutral,-371.63834,139.2732,-63.37192,49.70808,-26.886318,-21.43045,-1.465486,4.9926944,-26.235422,-7.708885,-1.7141572,-7.544353,-2.036251,-8.597853,-4.617613,-8.276667,-12.37858,-4.904558,-10.518863,-8.409039,-1.060949,-12.639505,-3.7033749,-4.5157313,-12.045426,-3.9617403,-7.9064584,-2.1467533,1.0203362,5.756654,1.3574195,1.6666791,1.0088553,0.44651145,0.43433288,36.08344520356738,15.407949265914157,0.029944006234414133,0.010459819321444627,0.0243079669589357,-0.018874988980735107,0.017086699501936847,-0.007962745594520775
../data\Neutral_Female\jt_neutral_20.wav,neutral,-356.61966,131.04312,-54.660236,44.911095,-35.15783,-27.945286,-0.55338216,-4.866521,-29.503347,-13.05066,-3.357381,-8.948531,0.92045736,-9.367736,-9.901547,-8.486833,-14.967567,-3.638089,-7.5989943,-9.616692,0.60396206,-8.3266945,-1.1387874,1.2035741,-0.7513836,9.710233,6.320802,9.134234,-1.8560658,1.3731406,-3.601878,-0.19877969,1.3991334,0.2788535,0.4308509,33.27524265287541,16.875836818052747,-0.04002892287094787,-0.012910884213457388,0.028851728347743,0.08970587172605543,0.0005656370569957987,-0.018440413103687735
../data\Neutral_Female\jt_neutral_21.wav,neutral,-353.48593,123.60226,-61.56913,39.86243,-27.980495,-24.715319,-0.1331732,-2.212444,-22.687113,-13.705301,-3.821623,-7.1852803,-3.0990324,-2.5700068,-5.869379,-5.0726686,-11.695985,-6.681521,-10.146453,-9.134983,-0.14473683,-7.9919667,-0.670674,-2.1090305,-6.18846,2.740999,-2.5227654,4.0617604,3.3139184,5.554671,-2.4220915,-1.7520388,0.31491625,0.24784634,0.6456332,34.457513042590726,14.673575958744118,0.007877217496588982,0.014681841608172354,0.10118919905543163,-0.01248025522106435,0.03228846421736597,-0.00928039302798958
../data\Neutral_Female\jt_neutral_22.wav,neutral,-372.45947,138.69463,-56.031685,46.408264,-40.25583,-28.244484,11.499812,-14.99354,-25.350777,-18.531067,1.971112,-13.724882,-2.2755022,-8.935633,-10.330151,-7.3153276,-17.177948,-4.2761736,-7.7906117,-9.377584,0.882265,-10.031451,-1.8317802,-1.7100124,-7.649382,3.3901246,2.111888,9.090971,5.008298,5.702044,-2.6818936,-1.2023815,-0.34077266,0.29006615,0.6178176,33.22297423363994,15.849902214711495,0.02376623425071287,0.10418988739612621,0.17203645479372287,0.03613067937982857,0.0507026554793607,-0.04786318211385954
../data\Neutral_Female\jt_neutral_23.wav,neutral,-360.2273,137.01472,-69.063805,59.044147,-40.17784,-27.577358,6.1219325,0.45479912,-30.90151,-14.635645,-2.451622,-18.496836,0.85537446,-6.195504,-12.841419,-9.37354,-20.105303,0.18890102,-11.834433,-11.927426,-0.9061618,-13.854402,4.056771,-2.652861,-5.749969,11.531538,-0.23095715,9.81331,1.0540088,9.498285,-4.0664244,-1.0409503,1.1383284,0.27073097,0.43545267,33.58774177744967,17.76004770222567,-0.02930217328250365,-0.00815974730720949,0.05421677999127058,0.08617536846156153,-0.007561642138623218,-0.01802502061005305
../data\Neutral_Female\jt_neutral_24.wav,neutral,-356.63474,138.1088,-52.03256,50.835083,-46.658413,-22.29281,5.8878946,-1.669533,-42.72203,-2.2302945,-2.624905,-12.465976,-1.9046504,-10.993493,-12.819776,-2.755097,-17.01926,-5.712004,-7.0267053,-10.302472,0.4029993,-8.591361,-0.7555684,-1.6085114,-5.2475004,6.7031193,1.8658228,7.114091,1.127587,5.6957464,-1.0052885,0.45850918,0.4570269,0.39430347,0.3936831,33.905321948119784,14.97557265152488,-0.046871853532942015,0.0561842678655898,0.10921198566778492,0.12118936738906752,0.015604911714299048,-0.044524499774277616
../data\Neutral_Female\jt_neutral_25.wav,neutral,-354.29727,126.15397,-60.940136,65.45394,-44.41635,-22.23589,1.7545887,4.5292687,-43.73165,-2.3589032,-1.0237713,-12.844913,0.15381882,-9.857639,-12.456414,-5.026496,-18.40273,-1.3910822,-5.833834,-7.7951536,1.1402317,-10.211129,3.54786,-1.5389975,-3.7028787,10.610224,0.9971907,9.036169,-5.3925886,4.06962,-5.487318,0.6338284,1.6883658,0.38190603,0.2672592,33.57825113677758,16.145671028820793,-0.07783688315665105,0.014008568614954394,0.02881391848151915,0.1626877425889009,-0.022066494573669156,-0.05291051451694778
../data\Neutral_Female\jt_neutral_26.wav,neutral,-362.59628,131.96837,-54.354057,49.501957,-47.06904,-19.274881,2.4037302,3.1321049,-33.49231,-10.692054,5.3747425,-9.990169,1.8480358,-6.676142,-12.735308,-2.3548524,-16.34542,-2.7589676,-7.050646,-10.273139,3.891463,-6.241056,2.2368317,0.3217527,-6.748824,3.7909083,-1.3527764,6.0106688,-1.3099023,3.8739877,-4.660696,-2.5741265,-0.3402454,0.3827539,0.27454054,30.7362365607894,15.822723979154501,-0.11321503521865095,0.018885597021548402,0.04463493020403521,0.07709535775715103,-0.007467044438563396,-0.05494594265669894
../data\Neutral_Female\jt_neutral_27.wav,neutral,-359.51508,142.93501,-49.736534,52.18353,-45.75955,-24.644482,3.1715436,2.1671278,-31.200777,-10.597486,-0.84616864,-10.265005,-0.9977251,-9.248409,-14.006932,-4.5281,-17.467913,-4.194278,-5.6466446,-9.850067,-0.7169482,-10.248601,-1.7451495,-4.820421,-11.318539,-0.14058095,-5.404567,3.6271427,2.9124384,9.119009,1.1824213,0.15470728,0.672209,0.37867752,0.56616634,36.61463775120731,14.764311063871345,0.01969850001733515,0.06598186470563946,0.1968606676766235,-0.011919500691552868,0.05341684384557007,-0.03820233627488258
../data\Neutral_Female\jt_neutral_28.wav,neutral,-329.9584,118.24088,-44.2376,53.384556,-51.353455,-19.512428,1.4704425,-1.4867951,-33.253517,-3.973523,-0.5243541,-12.003723,3.453622,-8.950607,-7.9384427,-4.80437,-15.182721,-1.9937887,-4.0466824,-5.787024,7.8276706,-5.2098804,-0.013033354,-0.21057235,-8.264121,2.9835892,-0.32034194,4.0492544,-0.78787035,3.2554798,-2.1171787,-0.9525257,-0.5766356,0.4155554,0.43316337,32.74597486259622,14.485468512874295,-0.023973756402603692,0.05079308440477544,0.061522295845517376,0.12900906420111083,0.0005180132385400904,-0.03414990056830792
../data\Neutral_Female\jt_neutral_3.wav,neutral,-380.69946,139.60176,-55.487873,57.9127,-28.526766,-23.355402,6.020434,-2.3983455,-27.660862,-10.938155,-6.194443,-7.584761,-3.546759,-7.935293,-5.4685144,-7.7777843,-12.128341,-6.50023,-10.815207,-9.025367,-3.0919464,-12.583685,-2.761683,-5.0406327,-10.140284,-0.18832016,-6.178589,0.48310053,3.6746516,8.935801,3.623726,1.1671324,-1.2512827,0.2697032,0.53579354,37.31527929647557,15.551453193464075,-0.00301721600708792,0.030746853374181395,0.1546430408814138,0.0065754704793922324,0.033455339020424586,-0.02437140434614873
../data\Neutral_Female\jt_neutral_4.wav,neutral,-258.94495,149.86845,-62.028446,59.96383,-26.202377,-30.400917,2.0524461,3.8077185,-29.960382,-8.716661,-3.65584,-6.3586307,-5.3538294,-3.8837342,-5.583238,-3.8739827,-12.83027,-6.201828,-6.054115,-11.114599,-1.767735,-8.775573,-2.9043133,-1.5885153,-9.5009,-2.6148264,-6.4007277,-1.5081639,-0.16880293,3.8788338,-0.011052213,-3.1052413,-1.8425148,0.33315665,0.5010244,35.769427144521494,14.663422170637565,-0.01771675417744568,0.051214776996037506,0.09521508832236317,-0.014307834390043388,0.03378927971799261,-0.022856919384194447
../data\Neutral_Female\jt_neutral_5.wav,neutral,-338.29022,139.66124,-54.09218,27.107807,-27.086401,-21.630016,-1.7340835,-4.1293116,-28.849628,-14.866136,-5.744826,-9.260846,-4.531245,-5.344591,-10.359463,-6.5392995,-15.102634,-4.873486,-10.729165,-13.189124,-0.23187096,-7.063883,0.5267826,0.04573383,-6.565994,1.1652095,-3.3181908,4.8959246,8.605732,12.264507,-0.4546883,-4.6828656,-2.7878878,0.23164028,0.48119283,34.90465454148461,17.47269407921341,-0.01736612294235451,0.12426406432489617,0.12516644106590685,-0.032033114844218134,0.05205523632810062,-0.055561517623414894
../data\Neutral_Female\jt_neutral_6.wav,neutral,-384.4632,124.74352,-62.755154,42.04284,-23.771294,-18.550243,-1.8127824,1.7964288,-25.611511,-15.18802,0.24994521,-6.837757,-4.381648,-1.7253343,-6.647085,-5.5224347,-13.48934,-5.5720177,-9.338704,-7.6641383,0.48679146,-11.256825,-1.3588905,-2.5078456,-8.167308,1.3630042,-4.7147055,4.413892,0.79313344,7.367512,1.0453453,0.97241557,2.5362375,0.22759594,0.4647924,34.167377166826604,16.223247408017485,-0.09123513379353121,-0.018953706343567415,0.04832360125267372,0.09072379030798755,-0.014146589889059416,-0.032490875653999746
../data\Neutral_Female\jt_neutral_7.wav,neutral,-399.12573,140.45052,-43.606358,27.438612,-27.43196,-22.354963,1.1695914,-6.5636296,-20.594532,-13.55398,-5.3375688,-5.161003,-5.44384,-7.830478,-5.2356515,-7.43194,-10.691294,-6.922229,-7.761545,-7.9467077,-1.9355719,-7.486562,-2.8190386,-2.5803316,-8.536116,-2.9366992,-4.4872503,-2.8252635,3.30714,6.327999,3.8146255,2.7655895,0.118414424,0.37199947,0.50830907,34.226910921542405,15.830307372499703,0.007415143559790984,0.023509506546157383,0.06912539569377278,-0.04445237967352265,0.00892933130207499,-0.0005010643839797925
../data\Neutral_Female\jt_neutral_8.wav,neutral,-381.17487,142.36769,-54.76283,36.699944,-32.855587,-26.712793,1.5640705,-1.4056873,-27.993149,-10.164141,-6.8902435,-9.187286,-3.9987323,-7.2098446,-8.653489,-3.3342397,-12.941374,-6.120127,-4.7986727,-10.454391,-1.0202435,-8.592448,-4.0226407,-3.5996137,-12.1142645,1.068923,2.1447906,6.513264,7.044256,9.696663,3.3084648,-3.4571552,-0.7086811,0.31444812,0.467671,33.53208741245988,16.559161886807768,-0.019830077630248463,0.05151520341435129,0.13123052886344055,0.02602874888229673,0.021736846368913237,-0.029113551452878347
../data\Neutral_Female\jt_neutral_9.wav,neutral,-357.61905,133.74551,-69.53795,51.13229,-24.293697,-27.716595,0.3454131,-6.1869564,-29.665546,-16.632215,-1.2166444,-15.206677,-3.8700376,-5.131301,-14.07373,-5.379016,-18.458939,-3.800921,-9.01566,-10.187262,0.20276466,-11.758581,0.1520678,-0.8400317,-5.1060715,6.180374,-3.5717092,4.414323,3.6060321,9.325595,0.61061424,-0.47012067,-0.036477633,0.235081,0.4571886,34.93702323352161,16.73307322895415,0.010566407451316475,0.09173332251484335,0.0598877727461511,-0.005659526813796256,0.03457846402596026,-0.024256291249121403
../data\Neutral_Female\neutral_xn_1.wav,neutral,-548.0422,143.70914,-27.734173,78.29911,-5.085224,-10.435103,6.87877,15.428835,-9.947067,10.084435,16.75932,-2.315579,14.841225,-1.2939519,-2.5477374,3.7861977,-6.066898,-1.4453377,-3.4695761,-8.522712,0.0026105363,-7.5413313,-1.2759823,-1.327042,-6.596377,2.9653704,-1.176054,-0.5556599,-4.141467,2.4416196,0.42212075,4.4248414,2.7492342,0.4711813,0.37025163,30.322557174911292,16.262689969365688,0.0007108517168868785,0.03332415210796517,0.0004924927630176158,0.05194639408219437,-0.02900024841435338,-0.0026207923780656533
../data\Neutral_Female\neutral_xn_10.wav,neutral,-561.34644,131.58994,-2.6306813,35.294334,-3.3653839,-6.965073,15.219797,0.8542364,-1.5035564,6.5118995,0.23888558,2.0815594,6.5394154,-8.7365675,-0.07357309,-5.5113273,-2.6922357,-6.6226125,-5.4666047,-4.7487445,-4.1825547,-1.7836887,0.8361725,3.7029605,2.5847614,0.37562448,-0.3577648,-2.302069,0.49204242,3.7724457,2.1091669,0.800578,0.31154928,0.43242136,0.39383176,29.679342183738537,16.848243004196874,-0.0564159288059111,0.04867685659782045,-0.001292526759508143,-0.025878870226969133,0.020644783557124555,-0.0013289915040066423
../data\Neutral_Female\neutral_xn_11.wav,neutral,-554.27295,146.6776,-13.871766,52.736565,-4.396637,-11.500732,14.55917,-1.4233711,-8.089943,11.743276,1.8927319,-2.6854908,8.995236,-1.9403306,3.7624767,-0.2090261,-1.8805053,-5.2584543,-5.807975,-8.415095,-4.2542357,-4.2307467,-4.223312,-3.6220143,-4.993886,-4.376003,-4.094778,-0.2540978,0.30948067,4.2999015,0.630124,1.0459192,2.9166346,0.38212588,0.46244752,32.317591350484044,15.641300676821167,-0.02809977670454404,-0.0063677494685769115,0.08284815088246372,-0.004048166307851693,-0.020644967074546907,-0.004066810113294855
../data\Neutral_Female\neutral_xn_12.wav,neutral,-602.05414,131.09142,-7.4585094,61.554485,6.3624434,-9.797262,13.8747015,-0.10570843,-8.42761,11.212812,5.234721,-0.7213121,7.6243515,-3.9929664,3.287025,-1.6782743,-3.499376,-4.3109717,-1.5176696,-7.0650473,-4.2960143,-2.3089812,-3.5264235,-3.3718379,-4.0391307,-2.051344,-2.3759966,-2.6382673,-2.0035505,0.72740406,0.5667067,0.47051078,0.046040952,0.49296916,0.4818513,30.529226811965017,14.391351894828889,0.003240928082852782,0.0007148596976528829,0.03309755967777233,0.0587643394246693,0.014785010950923832,-0.0016560006703509082
